type	action	issue	page	recipe
r	l	Feb	68	individual smoked cod & quail egg tarts with roasted truss cherry tomatoes
r	l	Dec	144	little crustless quiches
r	l	Dec	89	Mediterranean seafood tarts with aioli
r	l	Dec	157	mini strawberry custard tarts
r	l	Nov	114	mini tartes Tatins of caramelised red onion and goat's cheese
r	l	Apr	119	onion & asiago tart
r	l	Nov	128	panna cotta tarts with summer fruits
r	l	Feb	118	pea, pancetta & soft cheese tart
r	l	Jun	108	pear puff-pastry tart with a rich red-wine glaze
r	l	Jul	42	pear tarte Tatin
r	l	Feb	106	Persian feta, zucchini & mint tarts
r	l	May	46	pumpkin & mostarda tart
r	l	Mar	64	raspberry frangipane tarts
r	l	May	140	ricotta & orange tart
r	l	Aug	38	spinach & goat's curd tarts with poached eggs & pine nut dressing
r	l	Dec	193	tomato, basil & goat's curd tarts with lemon oil
r	l	Nov	194	tomato petal tarts with chive ricotta
r	l	Oct	32	watercress & spinach tart with sesame potato pastry
C	c	ingredient:	 tofu
r	l	Oct	156	broccoli & tofu green curry
r	l	Oct	171	silken tofu with umeboshi dressing
r	l	Oct	44	tofu & yellow bean stir-fry
C	c	ingredient:	 tomato
r	l	Apr	72	baked stuffed tomatoes
r	l	Mar	40	base tomato sauce
r	l	Apr	102	boiled egg with oven-dried tomatoes and crispy pancetta
r	l	Dec	144	chilled tomato soup
r	l	Mar	38	fish meatballs with tomato sauce
r	l	Oct	70	heirloom tomato salad
r	l	Sep	25	quick stewed squid with tomatoes
r	l	Oct	78	roasted tomato & chilli pasta
r	l	Dec	174	slow-roasted tomatoes
r	l	May	84	spaghetti al sugo crudo (spaghetti with raw tomato sauce)
r	l	Jul	92	spicy tomato soup
r	l	Dec	193	tomato, basil & goat's curd tarts with lemon oil
r	l	Mar	110	tomato bruschetta
r	l	May	90	tomato & chickpea soup with gremolata toasts
r	l	Oct	66	tomato jam
r	l	Nov	194	tomato petal tarts with chive ricotta
r	l	May	111	tomato sauce
r	l	Feb	120	tomato & sweet pickled pepper salad
C	c	ingredient:	 veal
r	l	Nov	208	parmesan-crusted veal cutlets with saffron risoni
r	l	May	98	polpette Toscane (meatballs with porcini mushrooms and pecorino)
r	l	May	148	stinco al forno (roast veal shanks)
r	l	Jul	110	veal fillet with white anchovies on potato puree
r	l	Feb	106	veal with persillade and wilted spinach
r	l	Dec	190	veal saltimbocca skewers
r	l	Aug	102	veal scaloppine, pan-fried with sage and pancetta, with borlotti bean puree
r	l	Nov	166	vitello tonnato with tomatoes, olives and basil oil
C	c	ingredient:	 vegetables
r	l	Jul	142	five-spice vegetable stir-fry
r	l	Jul	88	lentil & vegetable cottage pie
r	l	Oct	82	roasted vegetable & feta pizza
r	l	Dec	111	tamarind-roasted vegetables
r	l	Oct	110	vegetable chilli
r	l	Sep	84	vegetable samosa pies
C	c	ingredient:	 venison
r	l	Apr	94	chargrilled venison with pink gin apple sauce
r	l	Aug	62	fillet of venison with red wine and wild mushrooms
C	c	ingredient:	 yoghurt
r	l	Oct	92	berry & yoghurt meringues
r	l	Dec	95	labne with mangoes and honey
r	l	Oct	70	sheep's-milk yoghurt ice cream
r	l	Dec	157	strawberry frozen yoghurt wafers
C	c	ingredient:	 zucchini
r	l	May	82	chargrilled zucchini
r	l	May	145	fiori di zucca fritti (deep-fried zucchini flowers in yeast batter)
r	l	Dec	162	fritto misto of zucchini flowers with mint & anchovy dressing
r	l	Feb	141	grilled harissa zucchini on tabbouleh
r	l	Jul	132	zucchini & cheddar scones
r	l	Feb	39	zucchini & haloumi fritters
r	l	Oct	133	zucchini slice
